title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
Masquerade in Lodi	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Masquerade in Lodi	Read	Book		592004	30559793	1665048964			original exact match retained		
Mira's Last Dance	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mira's Last Dance	Read	Book		461430	30432951	B0714L6X2T			original exact match retained		
The Prisoner of Limnos	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Prisoner of Limnos	Read	Book		461432	30432950	B078P1SBF1			original exact match retained		
The Orphans of Raspay	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Orphans of Raspay	Read	Book		460703	30412131	1094193720			original exact match retained		
The Physicians of Vilnoc	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Physicians of Vilnoc	Read	Book		461136	30484214	179993943X			original exact match retained		
The Assassins of Thasalon	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Assassins of Thasalon	Read	Book		626661	30602309	B097HZWVCG			original exact match retained		
A Psalm for the Wild-Built	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Psalm for the Wild-Built	Read	Book		445011	28452919	1250807743			original exact match retained		
Project Hail Mary	Andy Weir	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Project Hail Mary	Read	Book		427578	3274049	B08G9PRS1K			original exact match retained		
To Be Taught, If Fortunate	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	To Be Taught, If Fortunate	Read	Book		98275	30405524	0062959042			original exact match retained		
This Is How You Lose the Time War	Max Gladstone, Amal El-Mohtar	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	This Is How You Lose the Time War	Read	Ebook		249097	26220245	1508287058	9781508287056		original exact match retained		
The Galaxy, and the Ground Within	Becky Chambers	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	The Galaxy, and the Ground Within	Read	Book		435198	13560725	0063069199			original exact match retained		
The Long Way to a Small, Angry Planet	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Long Way to a Small, Angry Planet	Read	Book		748620	24681207	0062969536			original exact match retained		
The Long Way to a Small, Angry Planet: Booktrack Edition	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Long Way to a Small, Angry Planet	Read	Book		748620	24681207	B07DFN5FBP			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	387
A Closed and Common Orbit: Booktrack Edition	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	A Closed and Common Orbit	Read	Book		325996	5869570	1529330394			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	41
Record of a Spaceborn Few: Booktrack Edition	Becky Chambers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Record of a Spaceborn Few	Read	Book		263418	31482854	B07KY5614C			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	285
Black Sun	Rebecca Roanhorse	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Black Sun	Read	Book		429027	31482868	1508283060			original exact match retained		
Trail of Lightning	Rebecca Roanhorse	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Trail of Lightning	Read	Book		164876	28321739	B07FSRBKNM			original exact match retained		
Dreadnought	April Daniels	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dreadnought	Read	Book		368509	30403604	B072C3MZ8V			original exact match retained		
Sovereign	April Daniels	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Sovereign	Read	Book		466328	30384011	B0735XJGL4			original exact match retained		
Gideon the Ninth	Tamsyn Muir	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Gideon the Ninth	Read	Book		20941	30399881	1980004900	9781980004905		original exact match retained		
Harrow the Ninth	Tamsyn Muir	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Harrow the Ninth	Read	Book		215901	30399888	1980004935	9781980004936		original exact match retained		
House of Earth and Blood	Sarah J. Maas	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	House of Earth and Blood	Read	Book		465201	14974657	B082YHZPTY			original exact match retained		
Minimum Wage Magic	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Minimum Wage Magic	Read	Book		439342	19125588	B07M6RY5PR			original exact match retained		
Part-Time Gods	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Part-Time Gods	Read	Book		468019	30385854	B07TLD2QJ5			original exact match retained		
Night Shift Dragons	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Night Shift Dragons	Read	Book		439349	30490702	B0881Y2LHS			original exact match retained		
Once & Future	A. R. Capetta, Cory McCarthy	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Once & Future	Read	Book		453873	30425178	1549115871			original exact match retained		
The Black Prism	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Black Prism	Read	Book		446963	25267092	B01HZXFARW			original exact match retained		
The Blinding Knife: Booktrack Edition	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Blinding Knife	Read	Book		477964	26322662	1549102818			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	346
The Broken Eye	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Broken Eye	Read	Book		12127	4220294	B00MJDZYLQ			original exact match retained		
The Blood Mirror	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Blood Mirror	Read	Book		86440	30431967	B01K8S3XDE			original exact match retained		
The Burning White	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Burning White	Read	Book		446514	23500642	147897835X			original exact match retained		
Junkyard Cats	Faith Hunter	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Junkyard Cats	Read	Book		982520	31007356	B082LSC2RR			original exact match retained		
A Little Hatred	Joe Abercrombie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Little Hatred	Read	Book		427662	31484700	1478916591			original exact match retained		
Feed	Mira Grant	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Feed	Read	Book		273279	30399911	B003K28EP8			original exact match retained		
Deadline	Mira Grant	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Deadline	Read	Book		439110	12009412	B0053ZWEHO			original exact match retained		
Blackout	Mira Grant	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Blackout	Read	Book		439107	12506872	B0083JNQC4			original exact match retained		
Dark Matter (Movie Tie-In)	Blake Crouch	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Dark Matter	Read	Book		57214	10826328	B01CUKULGA	9781101924488		paired manually	Same Blake Crouch novel; movie tie-in edition descriptor only.	112
Recursion	Blake Crouch	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Recursion	Read	Book		202782	30399466	1984886878	9781984886873		original exact match retained		
In Other Lands	Sarah Rees Brennan	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	In Other Lands	Read	Book		16459	3262811	B07BNTS8ZQ			original exact match retained		
Winter Tide	Ruthanna Emrys	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Winter Tide	Read	Ebook		167883	17700591	B06XGDG8YR			original exact match retained		
The Forgetting Moon	Brian Lee Durfee	2025-05-22	2025-05-22	not marked read; no read audiobook in export; finish date missing/different	title/author	The Forgetting Moon	Want to Read	Book		445546	10712499	1980029768	9781980029762		original exact match retained		
The City of Brass	S. A. Chakraborty	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The City of Brass	Read	Book		379619	30390553	B075KKRQPP			original exact match retained		
The Kingdom of Copper	S. A. Chakraborty	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Kingdom of Copper	Read	Book		439240	28322953	0062866702			original exact match retained		
Alien: River of Pain	Christopher Golden, Dirk Maggs	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Alien: River of Pain	Read	Book		695949	30684529	B06XP18SFZ	9781603933957		original exact match retained		
Alien: Sea of Sorrows	Dirk Maggs, James A. Moore	2025-05-22	2025-05-22	no read audiobook in export; edition scope needs review; finish date missing/different	manual book-level pairing	Alien: Sea of Sorrows	Read	Book		463060	30684555	B07B3JVLNC			paired manually	ABS also credits dramatist Dirk Maggs; export credits James A. Moore. Underlying work matched, adaptation edition not established.	12
Black Leopard, Red Wolf	Marlon James	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Black Leopard, Red Wolf	Read	Book		432346	30402602	0525526838			original exact match retained		
Storm of Locusts	Rebecca Roanhorse	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Storm of Locusts	Read	Ebook		440045	30447565	B07Q2G1CX3			original exact match retained		
Homeland	R. A. Salvatore	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Homeland	Read	Book		369226	4959462	B00BW5V1FU			original exact match retained		
Exile	R. A. Salvatore	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Exile	Read	Book		446224	31773401	B00BWSI8A8			original exact match retained		
Sojourn	R. A. Salvatore	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Sojourn	Read	Book		15630	29308455	B00BWQUFRE			original exact match retained		
The Crystal Shard	R. A. Salvatore	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Crystal Shard	Read	Book		28782	10821723	B00BWA4ULM			original exact match retained		
Parasite Rex	Carl Zimmer	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Parasite rex inside the bizarre world of nature's most dangerous creatures	Read	Book		9543	2979985	B07CLNZSBJ			paired manually	Same author; long descriptive subtitle omitted in ABS.	723
Uncanny Collateral	Brian McClellan	2025-05-22	2025-05-22	not marked read; no read audiobook in export; finish date missing/different	title/author	Uncanny Collateral	Want to Read	Book		460264	30411615	B07PXN7N1T			original exact match retained		
